task_id,pred_loss,recon_loss,total_loss
2,0.6534237265586853,0.9079517126083374,1.5613754987716675
3,0.8796756863594055,1.161907434463501,2.0415830612182617
4,0.45041707158088684,0.7395070195198059,1.1899241209030151
6,0.7337427735328674,1.063273310661316,1.7970160245895386
7,0.40355396270751953,0.778628408908844,1.1821824312210083
8,0.6297907829284668,0.9421472549438477,1.5719380378723145
9,0.8024725914001465,1.009319543838501,1.811792254447937
10,1.0119942426681519,1.1746166944503784,2.1866111755371094
12,0.9213434457778931,1.0882803201675415,2.0096237659454346
14,0.6907111406326294,0.8295981884002686,1.520309329032898
15,1.0351734161376953,1.2405446767807007,2.2757177352905273
16,0.7100402116775513,1.0511572360992432,1.7611973285675049
17,1.1196949481964111,1.2829047441482544,2.402599573135376
18,0.8926206231117249,1.1445720195770264,2.0371925830841064
20,0.4900113046169281,0.8514293432235718,1.3414404392242432
21,1.1506620645523071,1.2216099500656128,2.37227201461792
22,1.131335973739624,1.232490062713623,2.363826036453247
24,0.8431241512298584,1.1370280981063843,1.9801523685455322
25,0.5015798807144165,0.9495547413825989,1.4511346817016602
26,0.8794796466827393,0.9616497159004211,1.8411295413970947
28,1.0644389390945435,1.3476324081420898,2.4120712280273438
30,0.826069176197052,1.137597918510437,1.9636671543121338
31,0.9385021924972534,1.2202173471450806,2.158719539642334
32,0.615932285785675,0.9721589684486389,1.588091254234314
33,0.9522255063056946,1.0140866041183472,1.9663121700286865
34,0.9959112405776978,1.0616097450256348,2.057521104812622
35,0.653508186340332,1.0229012966156006,1.6764094829559326
37,1.012866735458374,1.234693169593811,2.2475597858428955
38,0.608404278755188,0.9649544954299927,1.5733587741851807
39,0.8375247716903687,1.0335066318511963,1.871031403541565
42,0.6034488081932068,1.0336298942565918,1.6370786428451538
43,0.6178606748580933,0.9498275518417358,1.567688226699829
44,0.5894796848297119,0.8786249160766602,1.468104600906372
46,1.0469603538513184,1.1652898788452148,2.2122504711151123
47,0.38766366243362427,0.580605149269104,0.9682689309120178
48,1.0225186347961426,1.1352508068084717,2.1577694416046143
49,1.1058341264724731,1.2913005352020264,2.397134780883789
50,0.7612501978874207,0.9806926250457764,1.7419427633285522
51,0.4611990749835968,0.7235050797462463,1.1847041845321655
52,0.7889558672904968,1.099581003189087,1.8885365724563599
53,1.1586509943008423,1.3755412101745605,2.5341923236846924
54,0.9958504438400269,1.1890867948532104,2.1849372386932373
55,0.9051834344863892,1.1719673871994019,2.077150821685791
58,0.8088324069976807,1.0144747495651245,1.8233072757720947
59,1.0124530792236328,1.1423789262771606,2.154831886291504
60,0.5526439547538757,0.9124138355255127,1.4650577306747437
61,0.8591465353965759,1.0803325176239014,1.9394789934158325
62,0.6356821060180664,0.9571078419685364,1.592789888381958
63,0.5623700618743896,0.8367946147918701,1.3991645574569702
64,0.9837750792503357,1.2043122053146362,2.188087224960327
65,0.4156895577907562,0.7054534554481506,1.121143102645874
67,0.6384333372116089,1.0157420635223389,1.6541752815246582
68,0.8983192443847656,1.168492317199707,2.0668113231658936
69,0.9460611939430237,1.2414582967758179,2.1875193119049072
70,0.5799493789672852,1.0246479511260986,1.6045974493026733
72,0.4593319594860077,0.8398197889328003,1.2991515398025513
73,0.9428918957710266,1.234541893005371,2.177433729171753
74,0.698292076587677,1.0108722448349,1.7091645002365112
75,0.6177920699119568,0.9875372648239136,1.6053293943405151
76,0.5340641736984253,0.7348549365997314,1.2689191102981567
77,0.9165785908699036,1.1258927583694458,2.042471408843994
78,0.8119345903396606,1.0497119426727295,1.8616465330123901
79,0.7496384978294373,1.1368871927261353,1.8865258693695068
80,0.8129751682281494,1.12971031665802,1.942685842514038
81,0.6402990221977234,1.047853708267212,1.688152551651001
83,0.7955456972122192,1.078660488128662,1.874206304550171
84,0.876778244972229,1.120200514793396,1.996978759765625
85,0.9327512383460999,1.2651145458221436,2.1978654861450195
86,0.7602671384811401,0.9902804493904114,1.7505472898483276
88,0.9362500905990601,1.240628719329834,2.1768786907196045
89,0.6853973865509033,1.0241822004318237,1.7095797061920166
90,0.9619740843772888,1.0354901552200317,1.9974644184112549
